ID,Name,Category,Price
107,Item107,Home,402.84
108,Item108,Home,205.72
109,Item109,Books,17.3
110,Item110,Home,154.69
111,Item111,Clothing,69.8
112,Item112,Sports,229.56
113,Item113,Electronics,148.86
114,Item114,Electronics,439.27
115,Item115,Home,446.25
116,Item116,Home,238.42
117,Item117,Books,49.23
118,Item118,Electronics,469.29
119,Item119,Electronics,350.37
120,Item120,Home,253.87
121,Item121,Books,362.93
122,Item122,Clothing,466.64
123,Item123,Clothing,176.29
124,Item124,Home,304.71
125,Item125,Home,73.84
126,Item126,Home,436.1
127,Item127,Clothing,25.74
128,Item128,Books,192.55
129,Item129,Sports,73.98
130,Item130,Clothing,89.51
131,Item131,Electronics,438.82
132,Item132,Books,136.45
133,Item133,Home,37.41
134,Item134,Books,485.33
135,Item135,Books,27.14
136,Item136,Clothing,364.89
137,Item137,Books,48.23
138,Item138,Home,87.2
139,Item139,Sports,98.75
140,Item140,Electronics,411.28
141,Item141,Home,412.97
142,Item142,Clothing,475.21
143,Item143,Books,41.9
144,Item144,Clothing,257.4
145,Item145,Sports,484.86
146,Item146,Home,28.77
147,Item147,Electronics,496.88
148,Item148,Clothing,230.55
149,Item149,Electronics,298.15
150,Item150,Books,82.94
151,Item151,Home,444.01
152,Item152,Electronics,232.52
153,Item153,Clothing,164.71
154,Item154,Books,323.12
155,Item155,Sports,35.0
156,Item156,Sports,368.29
157,Item157,Electronics,248.29
158,Item158,Electronics,39.94
159,Item159,Home,389.72
160,Item160,Clothing,380.87
161,Item161,Electronics,146.16
162,Item162,Sports,232.98
163,Item163,Electronics,324.97
164,Item164,Books,57.2
165,Item165,Electronics,399.32
166,Item166,Books,395.08
167,Item167,Sports,101.98
168,Item168,Books,203.87
169,Item169,Home,154.22
170,Item170,Home,29.75
171,Item171,Home,179.9
172,Item172,Clothing,69.59
173,Item173,Home,364.37
174,Item174,Clothing,281.64
175,Item175,Books,251.95
176,Item176,Books,445.6
177,Item177,Clothing,103.64
178,Item178,Sports,31.34
179,Item179,Clothing,364.02
180,Item180,Home,185.66
181,Item181,Home,36.23
182,Item182,Clothing,61.57
183,Item183,Home,181.3
184,Item184,Clothing,29.12
185,Item185,Books,160.16
186,Item186,Books,63.56
187,Item187,Clothing,119.17
188,Item188,Home,174.01
189,Item189,Sports,176.6
190,Item190,Sports,428.49
191,Item191,Books,53.57
192,Item192,Books,277.23
193,Item193,Home,261.55
194,Item194,Home,368.15
195,Item195,Electronics,377.05
196,Item196,Home,164.51
197,Item197,Sports,456.71
198,Item198,Books,110.2
199,Item199,Electronics,330.59
200,Item200,Sports,272.05
201,Item201,Clothing,384.71
202,Item202,Home,60.6
203,Item203,Books,427.25
204,Item204,Clothing,451.53
205,Item205,Home,127.17
206,Item206,Electronics,322.84
207,Item207,Clothing,340.18
208,Item208,Books,246.71
209,Item209,Sports,163.12
210,Item210,Home,401.81
211,Item211,Books,251.71
212,Item212,Electronics,294.48
213,Item213,Clothing,443.14
214,Item214,Electronics,492.94
215,Item215,Electronics,444.29
216,Item216,Clothing,52.93
217,Item217,Home,206.8
218,Item218,Sports,267.99
219,Item219,Electronics,281.29
220,Item220,Electronics,234.88
221,Item221,Books,199.08
222,Item222,Home,305.74
223,Item223,Home,253.4
224,Item224,Books,272.85
225,Item225,Electronics,105.73
226,Item226,Clothing,27.58
227,Item227,Clothing,234.03
228,Item228,Clothing,42.32
229,Item229,Sports,406.87
230,Item230,Clothing,309.16
231,Item231,Sports,173.56
232,Item232,Clothing,256.48
233,Item233,Electronics,469.36
234,Item234,Home,142.31
235,Item235,Electronics,434.67
236,Item236,Electronics,359.89
237,Item237,Books,471.1
238,Item238,Sports,176.07
239,Item239,Clothing,445.5
240,Item240,Clothing,244.07
241,Item241,Clothing,438.59
242,Item242,Home,264.79
243,Item243,Books,477.41
244,Item244,Home,459.41
245,Item245,Clothing,32.44
246,Item246,Home,198.43
247,Item247,Clothing,365.05
248,Item248,Books,342.4
249,Item249,Home,21.92
250,Item250,Sports,48.76
251,Item251,Electronics,335.66
252,Item252,Books,435.18
253,Item253,Sports,490.91
254,Item254,Home,402.09
255,Item255,Home,435.52
256,Item256,Books,405.9
257,Item257,Clothing,254.3
258,Item258,Electronics,53.41
259,Item259,Electronics,401.26
260,Item260,Home,258.06
261,Item261,Electronics,274.36
262,Item262,Books,296.24
263,Item263,Sports,418.78
264,Item264,Sports,284.45
265,Item265,Clothing,20.99
266,Item266,Sports,56.55
267,Item267,Clothing,288.57
268,Item268,Sports,355.54
269,Item269,Home,159.94
270,Item270,Electronics,452.88
271,Item271,Clothing,378.86
272,Item272,Books,162.4
273,Item273,Home,498.48
274,Item274,Clothing,245.14
275,Item275,Sports,161.04
276,Item276,Books,437.09
277,Item277,Clothing,248.78
278,Item278,Books,137.87
279,Item279,Electronics,445.52
280,Item280,Electronics,32.38
281,Item281,Electronics,244.23
282,Item282,Clothing,388.31
283,Item283,Clothing,260.89
284,Item284,Books,54.71
285,Item285,Electronics,417.01
286,Item286,Clothing,434.13
287,Item287,Sports,396.89
288,Item288,Electronics,128.23
289,Item289,Sports,271.03
290,Item290,Sports,495.57
291,Item291,Sports,273.26
292,Item292,Clothing,392.34
293,Item293,Sports,350.6
294,Item294,Home,110.27
295,Item295,Clothing,109.94
296,Item296,Sports,292.75
297,Item297,Sports,101.0
298,Item298,Books,97.09
299,Item299,Home,147.41
300,Item300,Sports,226.0
301,Item301,Books,57.26
302,Item302,Clothing,439.44
303,Item303,Books,158.41
304,Item304,Electronics,265.64
305,Item305,Clothing,221.78
306,Item306,Sports,126.57
307,Item307,Books,114.12
308,Item308,Sports,173.28
309,Item309,Home,329.73
310,Item310,Sports,72.58
311,Item311,Electronics,228.35
312,Item312,Home,135.56
313,Item313,Electronics,404.92
314,Item314,Electronics,200.8
315,Item315,Books,478.47
316,Item316,Sports,294.75
317,Item317,Books,108.33
318,Item318,Electronics,107.42
319,Item319,Clothing,199.68
320,Item320,Books,200.8
321,Item321,Home,169.48
322,Item322,Home,26.49
323,Item323,Home,258.39
324,Item324,Clothing,396.56
325,Item325,Books,358.69
326,Item326,Books,27.41
327,Item327,Sports,156.94
328,Item328,Sports,356.09
329,Item329,Books,167.82
330,Item330,Sports,461.74
331,Item331,Home,406.62
332,Item332,Books,85.66
333,Item333,Home,443.1
334,Item334,Books,256.12
335,Item335,Clothing,405.66
336,Item336,Clothing,386.38
337,Item337,Electronics,235.04
338,Item338,Clothing,361.56
339,Item339,Clothing,163.53
340,Item340,Home,282.02
341,Item341,Books,26.27
342,Item342,Home,487.93
343,Item343,Electronics,175.57
344,Item344,Electronics,185.58
345,Item345,Home,70.68
346,Item346,Books,472.28
347,Item347,Clothing,397.97
348,Item348,Clothing,336.34
349,Item349,Sports,279.87
350,Item350,Home,195.85
351,Item351,Home,233.38
352,Item352,Electronics,333.09
353,Item353,Clothing,309.39
354,Item354,Clothing,447.6
355,Item355,Electronics,221.68
356,Item356,Home,157.11
357,Item357,Home,456.16
358,Item358,Sports,366.87
359,Item359,Books,366.06
360,Item360,Electronics,162.79
361,Item361,Electronics,469.32
362,Item362,Books,128.32
363,Item363,Books,138.09
364,Item364,Home,371.89
365,Item365,Sports,401.44
366,Item366,Sports,495.48
367,Item367,Sports,279.93
368,Item368,Books,242.15
369,Item369,Sports,308.18
370,Item370,Electronics,317.63
371,Item371,Electronics,292.81
372,Item372,Electronics,45.9
373,Item373,Clothing,368.01
374,Item374,Books,445.94
375,Item375,Electronics,211.72
376,Item376,Electronics,413.63
377,Item377,Home,415.13
378,Item378,Home,280.84
379,Item379,Sports,397.62
380,Item380,Home,83.87
381,Item381,Sports,135.59
382,Item382,Electronics,417.46
383,Item383,Books,375.19
384,Item384,Books,150.57
385,Item385,Sports,19.69
386,Item386,Clothing,87.27
387,Item387,Electronics,476.77
388,Item388,Clothing,298.78
389,Item389,Sports,282.36
390,Item390,Home,226.09
391,Item391,Home,39.98
392,Item392,Clothing,398.27
393,Item393,Electronics,404.38
394,Item394,Books,159.46
395,Item395,Clothing,327.92
396,Item396,Electronics,267.76
397,Item397,Books,335.1
398,Item398,Sports,197.66
399,Item399,Home,324.15
400,Item400,Clothing,485.97
401,Item401,Electronics,90.5
402,Item402,Electronics,96.3
403,Item403,Sports,120.89
404,Item404,Books,380.68
405,Item405,Books,365.34
406,Item406,Home,24.86
407,Item407,Books,427.18
408,Item408,Sports,104.23
409,Item409,Sports,197.09
410,Item410,Home,273.8
411,Item411,Electronics,217.27
412,Item412,Home,458.7
413,Item413,Electronics,474.19
414,Item414,Books,40.72
415,Item415,Clothing,78.36
416,Item416,Sports,297.7
417,Item417,Books,160.98
418,Item418,Electronics,215.4
419,Item419,Clothing,192.51
420,Item420,Sports,241.26
421,Item421,Home,451.69
422,Item422,Clothing,220.87
423,Item423,Electronics,231.13
424,Item424,Electronics,449.65
425,Item425,Books,141.26
426,Item426,Electronics,207.78
427,Item427,Home,336.27
428,Item428,Sports,250.19
429,Item429,Books,390.83
430,Item430,Books,34.68
431,Item431,Home,308.14
432,Item432,Home,105.99
433,Item433,Clothing,125.84
434,Item434,Clothing,428.91
435,Item435,Books,330.16
436,Item436,Electronics,182.29
437,Item437,Clothing,425.62
438,Item438,Clothing,432.83
439,Item439,Books,326.02
440,Item440,Clothing,292.03
441,Item441,Sports,138.16
442,Item442,Clothing,419.36
443,Item443,Electronics,160.94
444,Item444,Electronics,249.72
445,Item445,Books,174.05
446,Item446,Books,233.95
447,Item447,Home,124.17
448,Item448,Clothing,182.51
449,Item449,Home,129.19
450,Item450,Books,421.76
451,Item451,Electronics,432.88
452,Item452,Books,85.78
453,Item453,Sports,286.75
454,Item454,Clothing,452.47
455,Item455,Electronics,386.66
456,Item456,Sports,109.95
457,Item457,Sports,281.71
458,Item458,Clothing,312.81
459,Item459,Sports,35.21
460,Item460,Electronics,165.22
461,Item461,Clothing,497.22
462,Item462,Electronics,75.16
463,Item463,Sports,399.47
464,Item464,Electronics,487.8
465,Item465,Books,469.89
466,Item466,Electronics,45.62
467,Item467,Sports,385.53
468,Item468,Home,281.88
469,Item469,Clothing,472.39
470,Item470,Sports,185.39
471,Item471,Books,120.99
472,Item472,Sports,107.89
473,Item473,Sports,478.66
474,Item474,Sports,134.72
475,Item475,Electronics,356.45
476,Item476,Sports,368.86
477,Item477,Clothing,387.96
478,Item478,Home,242.25
479,Item479,Electronics,26.46
480,Item480,Home,366.69
481,Item481,Electronics,465.76
482,Item482,Electronics,430.72
483,Item483,Home,173.77
484,Item484,Clothing,378.82
485,Item485,Books,481.43
486,Item486,Electronics,36.53
487,Item487,Books,166.05
488,Item488,Clothing,180.32
489,Item489,Home,354.12
490,Item490,Electronics,387.28
491,Item491,Books,495.56
492,Item492,Sports,150.43
493,Item493,Home,404.21
494,Item494,Electronics,182.73
495,Item495,Clothing,358.7
496,Item496,Clothing,110.85
497,Item497,Home,360.73
498,Item498,Books,25.93
499,Item499,Electronics,259.58
500,Item500,Books,85.59
501,Item501,Electronics,434.6
502,Item502,Home,344.66
503,Item503,Home,329.47
504,Item504,Home,344.95
505,Item505,Sports,272.61
506,Item506,Electronics,415.19
507,Item507,Electronics,272.83
508,Item508,Clothing,497.66
509,Item509,Electronics,197.83
510,Item510,Clothing,32.12
511,Item511,Clothing,296.8
512,Item512,Books,433.03
513,Item513,Electronics,99.88
514,Item514,Electronics,207.11
515,Item515,Electronics,338.01
516,Item516,Clothing,479.45
517,Item517,Clothing,252.17
518,Item518,Books,493.1
519,Item519,Sports,114.58
520,Item520,Electronics,311.98
521,Item521,Books,395.2
522,Item522,Books,66.45
523,Item523,Electronics,425.39
524,Item524,Sports,297.54
525,Item525,Electronics,232.35
526,Item526,Sports,197.21
527,Item527,Home,201.3
528,Item528,Electronics,270.91
529,Item529,Sports,478.93
530,Item530,Clothing,115.13
531,Item531,Books,239.17
532,Item532,Electronics,320.03
533,Item533,Electronics,56.95
534,Item534,Home,340.43
535,Item535,Electronics,387.36
536,Item536,Books,90.08
537,Item537,Home,126.05
538,Item538,Electronics,364.89
539,Item539,Electronics,49.14
540,Item540,Sports,489.6
541,Item541,Sports,128.31
542,Item542,Books,163.59
543,Item543,Sports,490.68
544,Item544,Books,404.27
545,Item545,Clothing,427.95
546,Item546,Clothing,499.96
547,Item547,Books,35.05
548,Item548,Books,29.53
549,Item549,Electronics,83.13
550,Item550,Clothing,31.0
551,Item551,Home,406.35
552,Item552,Sports,270.95
553,Item553,Clothing,325.97
554,Item554,Electronics,109.9
555,Item555,Electronics,298.03
556,Item556,Books,208.48
557,Item557,Sports,245.55
558,Item558,Sports,323.6
559,Item559,Sports,475.52
560,Item560,Sports,117.96
561,Item561,Books,317.88
562,Item562,Sports,74.39
563,Item563,Electronics,240.0
564,Item564,Home,372.01
565,Item565,Sports,474.21
566,Item566,Sports,233.62
567,Item567,Electronics,280.0
568,Item568,Electronics,182.06
569,Item569,Home,44.86
570,Item570,Clothing,414.0
571,Item571,Home,349.4
572,Item572,Home,170.66
573,Item573,Books,369.53
574,Item574,Sports,434.66
575,Item575,Electronics,174.98
576,Item576,Clothing,442.43
577,Item577,Books,444.37
578,Item578,Home,107.91
579,Item579,Sports,190.15
580,Item580,Books,81.22
581,Item581,Home,353.09
582,Item582,Home,489.11
583,Item583,Sports,274.88
584,Item584,Electronics,449.32
585,Item585,Sports,311.07
586,Item586,Home,244.89
587,Item587,Home,205.62
588,Item588,Clothing,462.9
589,Item589,Sports,329.48
590,Item590,Clothing,292.6
591,Item591,Home,487.38
592,Item592,Clothing,292.82
593,Item593,Clothing,201.35
594,Item594,Books,242.37
595,Item595,Books,250.31
596,Item596,Sports,412.3
597,Item597,Electronics,39.0
598,Item598,Sports,167.04
599,Item599,Sports,124.38
600,Item600,Electronics,210.04
601,Item601,Home,273.38
602,Item602,Books,261.35
603,Item603,Sports,265.68
604,Item604,Electronics,322.24
605,Item605,Home,247.13
606,Item606,Home,322.18
607,Item607,Clothing,162.91
608,Item608,Sports,19.0
609,Item609,Home,210.66
610,Item610,Electronics,244.02
611,Item611,Books,84.09
612,Item612,Clothing,176.77
613,Item613,Home,470.34
614,Item614,Home,42.75
615,Item615,Books,233.74
616,Item616,Home,251.66
617,Item617,Clothing,487.04
618,Item618,Clothing,33.99
619,Item619,Electronics,88.83
620,Item620,Books,302.53
621,Item621,Clothing,337.08
622,Item622,Electronics,357.41
623,Item623,Electronics,51.59
624,Item624,Clothing,106.03
625,Item625,Home,85.78
626,Item626,Sports,89.69
627,Item627,Clothing,230.89
628,Item628,Electronics,220.68
629,Item629,Clothing,357.46
630,Item630,Sports,115.33
631,Item631,Books,393.31
632,Item632,Home,217.98
633,Item633,Sports,156.1
634,Item634,Electronics,147.69
635,Item635,Sports,310.29
636,Item636,Sports,347.3
637,Item637,Sports,324.73
638,Item638,Sports,368.74
639,Item639,Sports,33.51
640,Item640,Books,191.48
641,Item641,Clothing,80.57
642,Item642,Sports,85.65
643,Item643,Sports,237.27
644,Item644,Sports,400.99
645,Item645,Clothing,381.09
646,Item646,Books,468.27
647,Item647,Books,13.75
648,Item648,Clothing,174.23
649,Item649,Home,351.02
650,Item650,Home,81.83
651,Item651,Books,45.24
652,Item652,Home,205.55
653,Item653,Home,339.49
654,Item654,Electronics,361.35
655,Item655,Clothing,439.72
656,Item656,Home,245.53
657,Item657,Electronics,377.5
658,Item658,Books,337.91
659,Item659,Sports,72.89
660,Item660,Home,100.68
661,Item661,Home,416.08
662,Item662,Clothing,149.39
663,Item663,Home,228.43
664,Item664,Home,485.6
665,Item665,Books,289.02
666,Item666,Electronics,87.26
667,Item667,Home,86.64
668,Item668,Books,461.35
669,Item669,Home,143.12
670,Item670,Electronics,303.81
671,Item671,Electronics,388.99
672,Item672,Home,481.05
673,Item673,Sports,190.52
674,Item674,Electronics,491.63
675,Item675,Home,30.12
676,Item676,Books,436.66
677,Item677,Books,427.03
678,Item678,Electronics,141.77
679,Item679,Sports,21.75
680,Item680,Clothing,489.18
681,Item681,Clothing,456.35
682,Item682,Sports,45.04
683,Item683,Sports,99.79
684,Item684,Clothing,160.17
685,Item685,Books,431.04
686,Item686,Sports,282.76
687,Item687,Sports,319.45
688,Item688,Books,287.3
689,Item689,Clothing,113.69
690,Item690,Sports,373.74
691,Item691,Sports,372.85
692,Item692,Electronics,48.25
693,Item693,Electronics,249.26
694,Item694,Electronics,51.34
695,Item695,Home,299.17
696,Item696,Books,284.93
697,Item697,Home,218.91
698,Item698,Electronics,155.24
699,Item699,Home,175.55
700,Item700,Books,191.82
701,Item701,Sports,355.17
702,Item702,Sports,375.33
703,Item703,Clothing,312.46
704,Item704,Home,400.03
705,Item705,Electronics,311.98
706,Item706,Home,372.67
707,Item707,Sports,152.11
708,Item708,Books,372.4
709,Item709,Home,287.06
710,Item710,Sports,451.11
711,Item711,Electronics,344.02
712,Item712,Books,359.5
713,Item713,Electronics,294.47
714,Item714,Home,67.11
715,Item715,Sports,310.51
716,Item716,Sports,450.61
717,Item717,Books,40.61
718,Item718,Sports,218.68
719,Item719,Books,254.29
720,Item720,Sports,196.61
721,Item721,Books,351.21
722,Item722,Books,486.55
723,Item723,Sports,491.75
724,Item724,Clothing,180.02
725,Item725,Home,430.28
726,Item726,Electronics,296.58
727,Item727,Home,132.25
728,Item728,Books,339.9
729,Item729,Home,405.54
730,Item730,Books,226.21
731,Item731,Clothing,269.76
732,Item732,Books,170.41
733,Item733,Books,324.62
734,Item734,Clothing,338.48
735,Item735,Books,25.94
736,Item736,Sports,38.43
737,Item737,Books,128.65
738,Item738,Sports,374.38
739,Item739,Clothing,112.93
740,Item740,Books,283.04
741,Item741,Clothing,274.44
742,Item742,Books,405.48
743,Item743,Clothing,367.97
744,Item744,Books,383.36
745,Item745,Sports,183.36
746,Item746,Books,422.89
747,Item747,Electronics,383.26
748,Item748,Sports,133.06
749,Item749,Books,12.06
750,Item750,Books,317.46
751,Item751,Home,77.16
752,Item752,Sports,69.2
753,Item753,Electronics,297.23
754,Item754,Home,454.17
755,Item755,Clothing,72.88
756,Item756,Home,211.24
757,Item757,Sports,200.96
758,Item758,Electronics,459.2
759,Item759,Books,155.82
760,Item760,Electronics,464.73
761,Item761,Home,334.33
762,Item762,Books,108.72
763,Item763,Electronics,420.15
764,Item764,Books,159.28
765,Item765,Clothing,106.73
766,Item766,Clothing,164.48
767,Item767,Home,382.13
768,Item768,Home,176.43
769,Item769,Sports,122.66
770,Item770,Sports,458.65
771,Item771,Sports,106.94
772,Item772,Electronics,243.79
773,Item773,Books,177.94
774,Item774,Electronics,398.56
775,Item775,Clothing,241.85
776,Item776,Sports,208.43
777,Item777,Clothing,229.81
778,Item778,Sports,395.56
779,Item779,Home,374.75
780,Item780,Electronics,59.5
781,Item781,Home,448.82
782,Item782,Home,477.92
783,Item783,Home,37.88
784,Item784,Home,120.02
785,Item785,Home,317.54
786,Item786,Home,305.31
787,Item787,Electronics,434.68
788,Item788,Clothing,147.57
789,Item789,Home,491.08
790,Item790,Sports,476.99
791,Item791,Books,113.16
792,Item792,Electronics,244.99
793,Item793,Sports,156.03
794,Item794,Clothing,63.9
795,Item795,Electronics,41.81
796,Item796,Home,35.28
797,Item797,Electronics,345.48
798,Item798,Sports,25.63
799,Item799,Books,83.09
800,Item800,Sports,248.01
801,Item801,Books,297.25
802,Item802,Home,254.57
803,Item803,Books,489.62
804,Item804,Books,411.12
805,Item805,Clothing,221.25
806,Item806,Books,16.96
807,Item807,Clothing,230.62
808,Item808,Home,435.09
809,Item809,Electronics,194.35
810,Item810,Books,165.6
811,Item811,Home,320.57
812,Item812,Home,23.64
813,Item813,Electronics,27.86
814,Item814,Clothing,295.92
815,Item815,Electronics,283.57
816,Item816,Clothing,11.33
817,Item817,Clothing,266.05
818,Item818,Sports,66.56
819,Item819,Sports,183.98
820,Item820,Books,148.19
821,Item821,Home,243.03
822,Item822,Books,372.46
823,Item823,Sports,169.11
824,Item824,Electronics,292.68
825,Item825,Sports,379.46
826,Item826,Home,63.32
827,Item827,Electronics,285.51
828,Item828,Clothing,144.41
829,Item829,Books,347.21
830,Item830,Electronics,259.06
831,Item831,Electronics,103.16
832,Item832,Sports,90.96
833,Item833,Home,409.06
834,Item834,Sports,437.74
835,Item835,Sports,433.6
836,Item836,Home,195.23
837,Item837,Clothing,251.21
838,Item838,Clothing,135.34
839,Item839,Clothing,421.08
840,Item840,Electronics,378.39
841,Item841,Clothing,168.42
842,Item842,Clothing,358.74
843,Item843,Sports,207.63
844,Item844,Sports,313.66
845,Item845,Clothing,360.47
846,Item846,Home,203.28
847,Item847,Home,141.86
848,Item848,Sports,247.66
849,Item849,Home,314.16
850,Item850,Electronics,118.48
851,Item851,Home,428.15
852,Item852,Sports,85.81
853,Item853,Home,404.64
854,Item854,Books,242.1
855,Item855,Home,493.42
856,Item856,Electronics,86.32
857,Item857,Clothing,386.06
858,Item858,Books,465.39
859,Item859,Home,275.3
860,Item860,Electronics,491.65
861,Item861,Books,360.24
862,Item862,Sports,394.74
863,Item863,Sports,284.8
864,Item864,Home,221.43
865,Item865,Sports,438.7
866,Item866,Books,230.67
867,Item867,Electronics,176.5
868,Item868,Sports,333.79
869,Item869,Clothing,145.14
870,Item870,Home,437.19
871,Item871,Books,333.47
872,Item872,Home,219.43
873,Item873,Clothing,451.27
874,Item874,Clothing,349.73
875,Item875,Sports,185.31
876,Item876,Electronics,268.17
877,Item877,Sports,274.54
878,Item878,Sports,441.98
879,Item879,Books,434.37
880,Item880,Clothing,131.25
881,Item881,Home,311.29
882,Item882,Electronics,249.06
883,Item883,Sports,158.68
884,Item884,Books,195.38
885,Item885,Clothing,343.34
886,Item886,Electronics,382.97
887,Item887,Clothing,38.55
888,Item888,Clothing,272.23
889,Item889,Clothing,357.59
890,Item890,Home,347.81
891,Item891,Electronics,216.9
892,Item892,Sports,331.38
893,Item893,Home,215.4
894,Item894,Electronics,295.15
895,Item895,Electronics,180.81
896,Item896,Books,283.05
897,Item897,Sports,231.73
898,Item898,Sports,322.16
899,Item899,Electronics,342.04
900,Item900,Electronics,459.22
901,Item901,Clothing,204.32
902,Item902,Electronics,301.05
903,Item903,Electronics,31.19
904,Item904,Sports,123.89
905,Item905,Home,473.96
906,Item906,Electronics,205.12
907,Item907,Books,288.81
908,Item908,Sports,269.87
909,Item909,Sports,101.4
910,Item910,Clothing,79.77
911,Item911,Books,255.12
912,Item912,Electronics,423.13
913,Item913,Electronics,226.67
914,Item914,Clothing,455.68
915,Item915,Sports,335.78
916,Item916,Home,424.15
917,Item917,Sports,470.15
918,Item918,Home,106.62
919,Item919,Clothing,98.21
920,Item920,Home,429.64
921,Item921,Electronics,236.48
922,Item922,Books,265.87
923,Item923,Clothing,337.1
924,Item924,Books,347.78
925,Item925,Home,445.63
926,Item926,Home,428.38
927,Item927,Home,478.93
928,Item928,Home,305.0
929,Item929,Clothing,406.79
930,Item930,Clothing,433.01
931,Item931,Home,180.9
932,Item932,Electronics,402.22
933,Item933,Sports,340.52
934,Item934,Clothing,42.13
935,Item935,Books,475.06
936,Item936,Electronics,79.12
937,Item937,Clothing,90.16
938,Item938,Sports,206.21
939,Item939,Home,391.06
940,Item940,Clothing,248.31
941,Item941,Home,102.47
942,Item942,Electronics,353.57
943,Item943,Books,470.64
944,Item944,Home,283.79
945,Item945,Books,470.58
946,Item946,Home,52.7
947,Item947,Home,196.24
948,Item948,Sports,104.44
949,Item949,Books,13.61
950,Item950,Home,156.49
951,Item951,Sports,308.7
952,Item952,Sports,66.17
953,Item953,Electronics,237.01
954,Item954,Electronics,449.93
955,Item955,Sports,299.41
956,Item956,Books,333.91
957,Item957,Sports,464.04
958,Item958,Home,187.23
959,Item959,Sports,299.07
960,Item960,Sports,234.32
961,Item961,Sports,206.36
962,Item962,Books,435.22
963,Item963,Sports,268.91
964,Item964,Electronics,307.3
965,Item965,Electronics,311.45
966,Item966,Sports,100.92
967,Item967,Clothing,105.47
968,Item968,Home,85.58
969,Item969,Home,306.6
970,Item970,Clothing,88.56
971,Item971,Clothing,12.55
972,Item972,Books,275.73
973,Item973,Books,467.33
974,Item974,Sports,179.95
975,Item975,Sports,410.77
976,Item976,Home,398.5
977,Item977,Clothing,110.13
978,Item978,Books,279.23
979,Item979,Electronics,262.69
980,Item980,Electronics,322.54
981,Item981,Sports,465.48
982,Item982,Clothing,27.95
983,Item983,Home,137.78
984,Item984,Sports,131.2
985,Item985,Electronics,130.15
986,Item986,Clothing,250.05
987,Item987,Electronics,295.3
988,Item988,Sports,465.71
989,Item989,Clothing,462.45
990,Item990,Clothing,297.71
991,Item991,Clothing,150.43
992,Item992,Books,491.97
993,Item993,Sports,212.04
994,Item994,Clothing,464.17
995,Item995,Home,418.09
996,Item996,Sports,409.74
997,Item997,Home,219.82
998,Item998,Sports,243.8
999,Item999,Books,167.23
